Tempo (s),PWM,RPM
17.619,178.939,1500.0
17.629,178.939,1500.0
17.639,179.035,1470.0
17.649,179.131,1500.0
17.659,179.227,1470.0
17.669,179.803,1350.0
17.679,180.667,1380.0
17.689,181.243,1440.0
17.699,181.531,1470.0
17.709,181.723,1470.0
17.719,181.915,1470.0
17.729,182.107,1470.0
17.739,182.203,1500.0
17.75,182.203,1500.0
17.759,182.395,1440.0
17.769,182.587,1500.0
17.779,182.683,1470.0
17.789,182.779,1500.0
17.799,182.971,1440.0
17.809,183.259,1470.0
17.819,183.451,1470.0
17.829,183.643,1470.0
17.839,183.835,1470.0
17.849,184.123,1440.0
17.859,184.315,1500.0
17.869,184.411,1470.0
18.159,184.603,1470.0
18.169,184.795,1470.0
18.179,184.891,1500.0
18.189,184.891,1500.0
18.199,185.083,1440.0
18.209,185.275,1500.0
18.22,185.371,1470.0
18.229,185.467,1500.0
18.239,185.563,1470.0
18.249,185.659,1500.0
18.259,185.659,1500.0
18.269,185.659,1500.0
18.279,185.755,1470.0
18.289,185.851,1500.0
18.299,185.947,1470.0
18.309,185.947,1530.0
18.319,185.947,1470.0
18.329,186.139,1470.0
18.339,186.235,1500.0
18.349,186.235,1500.0
18.359,186.235,1500.0
18.369,186.331,1470.0
18.379,186.427,1500.0
18.39,186.331,1530.0
18.399,186.235,1500.0
18.409,186.235,1500.0
18.419,186.235,1500.0
18.429,186.139,1530.0
18.439,186.043,1500.0
18.449,186.043,1500.0
18.459,186.043,1500.0
18.469,185.947,1530.0
18.479,185.851,1500.0
18.489,185.851,1500.0
18.499,185.851,1500.0
18.509,185.851,1500.0
18.519,185.851,1500.0
18.529,185.947,1470.0
18.539,186.043,1500.0
18.549,186.043,1500.0
18.56,186.139,1470.0
18.569,186.331,1470.0
18.579,186.427,1500.0
18.589,186.427,1500.0
18.599,186.427,1500.0
18.609,186.523,1470.0
18.619,186.715,1470.0
18.629,186.811,1500.0
18.639,187.099,1410.0
18.649,187.963,1320.0
18.659,189.211,1290.0
18.669,190.363,1350.0
18.679,191.323,1350.0
18.689,192.283,1350.0
18.699,193.243,1350.0
18.709,194.011,1410.0
18.719,194.683,1380.0
18.729,195.451,1380.0
18.739,196.219,1380.0
18.749,196.795,1440.0
18.759,197.179,1440.0
18.769,197.563,1440.0
18.779,198.043,1410.0
18.789,198.523,1440.0
18.799,198.907,1440.0
18.809,199.291,1440.0
18.819,199.867,1380.0
18.829,200.539,1410.0
18.839,201.019,1440.0
18.849,201.307,1470.0
18.86,201.595,1440.0
18.869,201.979,1440.0
18.879,202.267,1470.0
18.889,202.363,1500.0
18.899,202.459,1470.0
18.909,202.747,1440.0
18.919,202.939,1500.0
18.929,202.939,1500.0
18.939,203.035,1470.0
18.949,203.227,1470.0
18.959,206.298,1530.0
18.969,206.01,1560.0
18.979,205.626,1560.0
18.989,205.242,1560.0
18.999,204.858,1560.0
19.009,204.378,1590.0
19.019,203.706,1620.0
19.03,203.034,1590.0
19.039,202.458,1590.0
19.049,201.882,1590.0
19.059,201.21,1620.0
19.069,200.538,1590.0
19.079,199.866,1620.0
19.089,199.194,1590.0
19.099,198.522,1620.0
19.109,197.85,1590.0
19.119,197.274,1590.0
19.129,196.698,1590.0
19.139,196.218,1560.0
19.149,196.122,1470.0
19.159,196.314,1470.0
19.169,196.314,1530.0
19.179,196.314,1470.0
19.189,196.506,1470.0
19.2,196.698,1470.0
19.209,196.794,1500.0
19.219,196.89,1470.0
19.229,197.274,1410.0
19.239,197.754,1440.0
19.249,198.042,1470.0
19.259,198.234,1470.0
19.269,198.426,1470.0
19.279,198.618,1470.0
19.289,198.618,1530.0
19.299,198.522,1500.0
19.309,198.522,1500.0
19.319,198.426,1530.0
19.329,198.138,1560.0
19.339,197.85,1530.0
19.349,197.562,1560.0
19.359,197.274,1530.0
19.369,196.89,1590.0
19.379,196.41,1560.0
19.389,196.122,1530.0
19.399,195.834,1560.0
19.409,195.45,1560.0
19.419,195.066,1560.0
19.429,194.682,1560.0
19.439,194.202,1590.0
19.449,193.626,1590.0
19.459,193.146,1560.0
19.469,192.762,1560.0
19.479,192.282,1590.0
19.489,191.802,1560.0
19.5,191.418,1560.0
19.509,191.034,1560.0
19.519,190.554,1590.0
19.529,190.074,1560.0
19.539,189.69,1560.0
19.549,189.306,1560.0
19.559,188.922,1560.0
19.569,188.538,1560.0
19.579,188.442,1470.0
19.589,188.73,1440.0
19.599,188.922,1500.0
19.609,189.018,1470.0
19.619,189.306,1440.0
19.629,189.786,1410.0
19.639,190.266,1440.0
19.649,190.554,1470.0
19.659,190.842,1440.0
19.67,191.706,1290.0
19.679,192.954,1320.0
19.689,193.818,1410.0
19.699,194.394,1410.0
19.709,195.066,1380.0
19.719,196.89,1050.0
19.729,199.482,1140.0
19.739,201.402,1260.0
19.749,202.65,1350.0
19.759,203.418,1410.0
19.769,203.802,1470.0
19.779,203.898,1500.0
19.789,203.802,1530.0
19.799,203.61,1530.0
19.809,203.322,1560.0
19.819,202.746,1620.0
19.829,202.17,1560.0
19.84,201.69,1590.0
19.849,201.018,1620.0
19.859,200.154,1650.0
19.869,199.386,1590.0
19.879,198.81,1590.0
19.889,198.138,1620.0
19.899,197.37,1620.0
19.909,196.698,1590.0
19.919,196.122,1590.0
19.929,195.546,1590.0
19.939,194.97,1590.0
19.949,194.49,1560.0
19.959,194.106,1560.0
19.969,193.626,1590.0
19.979,193.146,1560.0
19.989,192.762,1560.0
19.999,192.282,1590.0
20.009,191.706,1590.0
20.019,191.226,1560.0
20.029,190.842,1560.0
20.039,190.362,1590.0
20.049,189.786,1590.0
20.059,189.306,1560.0
20.069,188.826,1590.0
20.079,188.25,1590.0
20.089,187.674,1590.0
20.099,187.194,1560.0
20.109,186.81,1560.0
20.119,186.33,1590.0
20.129,185.85,1560.0
20.14,185.466,1560.0
20.149,184.986,1590.0
20.439,184.506,1560.0
20.449,184.122,1560.0
20.459,183.738,1560.0
20.469,183.354,1560.0
20.48,182.874,1590.0
20.489,182.49,1530.0
20.499,182.298,1530.0
20.509,182.01,1560.0
20.519,181.626,1560.0
20.529,181.338,1530.0
20.539,181.146,1530.0
20.549,180.954,1530.0
20.559,180.762,1530.0
20.569,180.57,1530.0
20.579,180.474,1500.0
20.589,180.378,1530.0
20.599,180.186,1530.0
20.609,179.994,1530.0
20.619,179.898,1500.0
20.629,179.802,1530.0
20.639,179.61,1530.0
20.649,179.514,1500.0
20.659,179.418,1530.0
20.669,179.322,1500.0
20.679,179.226,1530.0
20.689,179.13,1500.0
20.699,179.13,1500.0
20.709,179.13,1500.0
20.719,179.034,1530.0
20.729,179.034,1470.0
20.739,179.13,1500.0
20.749,179.13,1500.0
20.759,179.13,1500.0
20.769,179.226,1470.0
20.78,179.418,1470.0
20.789,179.514,1500.0
20.799,179.514,1500.0
20.809,179.61,1470.0
20.819,179.802,1470.0
20.829,179.898,1500.0
20.839,179.994,1470.0
20.849,180.186,1470.0
20.859,180.378,1470.0
20.869,180.57,1470.0
20.879,180.666,1500.0
20.889,180.762,1470.0
20.899,181.05,1440.0
20.909,181.242,1500.0
20.919,181.338,1470.0
20.929,181.53,1470.0
20.939,181.722,1470.0
20.95,181.914,1470.0
20.959,182.01,1500.0
20.969,182.202,1440.0
20.979,182.586,1440.0
20.989,182.874,1470.0
20.999,183.066,1470.0
21.009,183.354,1440.0
21.019,183.642,1470.0
21.029,183.93,1440.0
21.039,184.218,1470.0
21.049,184.602,1410.0
21.059,185.178,1410.0
21.069,185.754,1410.0
21.079,186.138,1470.0
21.089,186.426,1440.0
21.099,186.81,1440.0
21.109,187.29,1410.0
21.12,187.674,1470.0
21.129,187.962,1440.0
21.139,188.442,1410.0
21.149,188.922,1440.0
21.159,189.306,1440.0
21.169,189.594,1470.0
21.179,189.786,1470.0
21.189,189.978,1470.0
21.199,190.074,1500.0
21.209,190.074,1500.0
21.219,190.17,1470.0
21.229,190.554,1410.0
21.239,190.938,1470.0
21.249,191.034,1500.0
21.259,191.226,1440.0
21.269,191.61,1440.0
21.279,191.898,1470.0
21.289,191.994,1500.0
21.299,192.09,1470.0
21.309,192.186,1500.0
21.319,192.186,1500.0
21.329,192.09,1530.0
21.339,189.594,1530.0
21.349,189.498,1500.0
21.359,189.402,1530.0
21.369,189.21,1530.0
21.379,189.114,1500.0
21.389,189.018,1530.0
21.399,188.922,1500.0
21.409,188.826,1530.0
21.42,188.634,1530.0
21.429,188.538,1500.0
21.439,188.634,1470.0
21.449,188.73,1500.0
21.459,188.73,1500.0
21.469,188.826,1470.0
21.479,189.018,1470.0
21.489,189.114,1500.0
21.499,189.114,1500.0
21.509,189.21,1470.0
21.519,189.402,1470.0
21.529,189.498,1500.0
21.539,189.594,1470.0
21.549,189.69,1500.0
21.559,189.786,1470.0
21.569,189.882,1500.0
21.579,189.786,1530.0
21.59,189.69,1500.0
21.599,189.69,1500.0
21.609,189.594,1530.0
21.619,189.402,1530.0
21.629,189.21,1530.0
21.639,189.114,1500.0
21.649,188.922,1560.0
21.659,188.634,1530.0
21.669,188.442,1530.0
21.679,188.25,1530.0
21.689,187.962,1560.0
21.699,187.674,1530.0
21.709,187.482,1530.0
21.719,187.29,1530.0
21.729,187.002,1560.0
21.739,186.618,1560.0
21.749,186.33,1530.0
21.76,186.138,1530.0
21.769,185.85,1560.0
21.779,185.562,1530.0
21.789,185.37,1530.0
21.799,185.178,1530.0
21.809,184.89,1560.0
21.819,184.698,1500.0
21.829,184.698,1500.0
21.839,184.602,1530.0
21.849,184.41,1530.0
21.859,184.314,1500.0
21.869,184.314,1500.0
21.879,184.218,1530.0
21.889,184.026,1530.0
21.899,183.93,1500.0
21.909,183.93,1500.0
21.919,183.93,1500.0
21.929,183.93,1500.0
21.939,183.93,1500.0
21.949,184.026,1470.0
21.959,184.122,1500.0
21.969,184.026,1530.0
21.979,183.93,1500.0
21.989,183.93,1500.0
21.999,183.93,1500.0
22.009,183.834,1530.0
22.019,183.738,1500.0
22.029,183.642,1530.0
22.039,183.546,1500.0
22.049,183.546,1500.0
22.06,183.642,1470.0
22.069,183.738,1500.0
22.079,183.738,1500.0
22.089,183.642,1530.0
22.099,183.642,1470.0
22.109,183.738,1500.0
22.119,183.642,1530.0
22.129,183.546,1500.0
22.139,183.642,1470.0
22.149,183.738,1500.0
22.159,183.738,1500.0
22.169,183.642,1530.0
22.179,183.642,1470.0
22.189,183.738,1500.0
22.199,183.738,1500.0
22.209,183.642,1530.0
22.219,183.642,1470.0
22.23,183.93,1440.0
22.239,184.218,1470.0
22.249,184.314,1500.0
22.259,184.41,1470.0
22.269,184.602,1470.0
22.279,184.698,1500.0
22.289,184.698,1500.0
22.299,184.794,1470.0
22.309,184.986,1470.0
22.319,185.082,1500.0
22.329,185.082,1500.0
22.339,185.274,1440.0
22.349,185.658,1440.0
22.359,185.946,1470.0
22.369,186.138,1470.0
22.379,186.33,1470.0
22.389,186.522,1470.0
22.4,186.714,1470.0
22.409,186.81,1500.0
22.419,186.906,1470.0
22.429,187.098,1470.0
22.719,187.29,1470.0
22.729,187.29,1530.0
22.739,187.194,1500.0
22.749,187.29,1470.0
22.759,187.386,1500.0
22.769,187.29,1530.0
22.779,187.194,1500.0
22.789,187.29,1470.0
22.799,187.386,1500.0
22.809,187.29,1530.0
22.819,187.194,1500.0
22.829,187.194,1500.0
22.839,187.194,1500.0
22.849,187.098,1530.0
22.859,187.002,1500.0
22.87,187.002,1500.0
22.879,187.002,1500.0
22.889,186.906,1530.0
22.899,186.81,1500.0
22.909,186.81,1500.0
22.919,186.81,1500.0
22.929,186.714,1530.0
22.939,186.618,1500.0
22.949,186.618,1500.0
22.959,186.618,1500.0
22.969,186.522,1530.0
22.979,186.426,1500.0
22.989,186.714,1410.0
22.999,187.098,1470.0
23.009,187.29,1470.0
23.019,187.482,1470.0
23.029,187.866,1410.0
23.04,188.346,1440.0
23.049,188.634,1470.0
23.059,188.826,1470.0
23.069,189.018,1470.0
23.079,189.306,1440.0
23.089,189.498,1500.0
23.099,189.498,1500.0
23.109,189.69,1440.0
23.119,189.978,1470.0
23.129,190.17,1470.0
23.139,190.266,1500.0
23.149,190.554,1410.0
23.159,191.13,1410.0
23.169,191.61,1440.0
23.179,191.898,1470.0
23.189,192.282,1410.0
23.199,192.762,1440.0
23.209,193.146,1440.0
23.219,193.434,1470.0
23.229,193.626,1470.0
23.239,194.01,1410.0
23.249,194.49,1440.0
23.259,194.778,1470.0
23.269,194.97,1470.0
23.279,195.066,1500.0
23.289,195.066,1500.0
23.299,195.066,1500.0
23.309,195.066,1500.0
23.319,195.066,1500.0
23.329,195.066,1500.0
23.34,195.066,1500.0
23.349,195.066,1500.0
23.359,195.066,1500.0
23.369,195.066,1500.0
23.379,195.066,1500.0
23.389,195.066,1500.0
23.399,195.066,1500.0
23.409,194.97,1530.0
23.419,194.778,1530.0
23.429,194.682,1500.0
23.439,194.682,1500.0
23.449,194.682,1500.0
23.459,194.586,1530.0
23.469,194.49,1500.0
23.479,194.586,1470.0
23.489,194.586,1530.0
23.499,194.49,1500.0
23.51,194.49,1500.0
23.519,194.49,1500.0
23.529,194.49,1500.0
23.539,194.49,1500.0
23.549,194.49,1500.0
23.559,194.49,1500.0
23.569,194.49,1500.0
23.579,194.394,1530.0
23.589,194.394,1470.0
23.599,194.49,1500.0
23.609,194.49,1500.0
23.619,194.49,1500.0
23.629,194.49,1500.0
23.639,194.586,1470.0
23.649,194.682,1500.0
23.659,194.682,1500.0
23.669,194.778,1470.0
23.68,195.45,1320.0
23.689,196.506,1350.0
23.699,197.274,1410.0
23.709,197.754,1440.0
23.719,202.746,1560.0
23.729,202.362,1560.0
23.739,201.978,1560.0
23.749,201.594,1560.0
23.759,201.114,1590.0
23.769,200.538,1590.0
23.779,200.058,1560.0
23.789,199.578,1590.0
23.799,199.002,1590.0
23.809,198.522,1560.0
23.819,198.138,1560.0
23.829,197.658,1590.0
23.839,197.178,1560.0
23.849,196.794,1560.0
23.859,196.41,1560.0
23.869,195.93,1590.0
23.879,195.45,1560.0
23.889,195.066,1560.0
23.899,194.682,1560.0
23.909,194.298,1560.0
23.919,193.914,1560.0
23.929,193.626,1530.0
23.939,193.338,1560.0
23.949,192.954,1560.0
23.959,192.666,1530.0
23.969,192.474,1530.0
23.98,192.186,1560.0
23.989,191.802,1560.0
23.999,191.61,1500.0
24.009,191.514,1530.0
24.019,191.226,1560.0
24.029,190.938,1530.0
24.039,190.746,1530.0
24.049,190.554,1530.0
24.059,190.362,1530.0
24.069,190.074,1560.0
24.079,189.882,1500.0
24.089,189.786,1530.0
24.099,189.594,1530.0
24.109,189.402,1530.0
24.119,189.21,1530.0
24.129,189.018,1530.0
24.139,188.826,1530.0
24.15,188.634,1530.0
24.159,188.538,1500.0
24.169,188.442,1530.0
24.179,188.25,1530.0
24.189,188.058,1530.0
24.199,187.962,1500.0
24.209,187.962,1500.0
24.219,187.866,1530.0
24.229,187.77,1500.0
24.239,187.77,1500.0
24.249,187.77,1500.0
24.259,187.674,1530.0
24.269,187.578,1500.0
24.279,187.674,1470.0
24.289,187.77,1500.0
24.299,187.674,1530.0
24.309,187.578,1500.0
24.32,187.674,1470.0
24.329,187.77,1500.0
24.339,187.674,1530.0
24.349,187.578,1500.0
24.359,187.578,1500.0
24.369,187.578,1500.0
24.379,187.578,1500.0
24.389,187.578,1500.0
24.399,187.578,1500.0
24.409,187.578,1500.0
24.419,187.482,1530.0
24.429,187.29,1530.0
24.439,187.29,1470.0
24.449,187.29,1530.0
24.459,187.098,1530.0
24.469,187.002,1500.0
24.479,187.002,1500.0
24.489,187.002,1500.0
24.499,186.906,1530.0
24.509,186.714,1530.0
24.519,186.714,1470.0
24.529,186.81,1500.0
24.539,186.714,1530.0
24.549,186.714,1470.0
24.559,186.81,1500.0
24.569,186.81,1500.0
24.579,186.81,1500.0
24.589,186.81,1500.0
24.599,186.906,1470.0
24.609,187.002,1500.0
24.62,186.906,1530.0
24.629,186.81,1500.0
24.639,186.81,1500.0
24.649,186.81,1500.0
24.659,186.714,1530.0
24.669,186.618,1500.0
24.679,186.714,1470.0
24.689,186.714,1530.0
24.699,186.618,1500.0
24.709,186.618,1500.0
24.999,186.618,1500.0
25.009,186.618,1500.0
25.019,186.522,1530.0
25.029,186.426,1500.0
25.039,186.522,1470.0
25.049,186.522,1530.0
25.059,186.426,1500.0
25.069,186.426,1500.0
25.079,186.426,1500.0
25.089,186.426,1500.0
25.099,186.426,1500.0
25.109,186.426,1500.0
25.119,186.426,1500.0
25.129,186.522,1470.0
25.139,186.522,1530.0
25.149,186.426,1500.0
25.159,186.522,1470.0
25.169,186.618,1500.0
25.179,186.618,1500.0
25.189,186.618,1500.0
25.199,186.714,1470.0
25.209,186.81,1500.0
25.219,186.714,1530.0
25.229,186.714,1470.0
25.239,186.906,1470.0
25.249,187.002,1500.0
25.26,187.002,1500.0
25.269,187.098,1470.0
25.279,187.194,1500.0
25.289,187.194,1500.0
25.299,187.194,1500.0
25.309,187.194,1500.0
25.319,187.194,1500.0
25.329,187.098,1530.0
25.339,187.002,1500.0
25.349,186.906,1530.0
25.359,186.906,1470.0
25.369,186.906,1530.0
25.379,186.81,1500.0
25.389,186.81,1500.0
25.399,186.906,1470.0
25.409,187.002,1500.0
25.419,187.002,1500.0
25.43,187.002,1500.0
25.439,187.002,1500.0
25.449,187.098,1470.0
25.459,187.098,1530.0
25.469,187.098,1470.0
25.479,187.29,1470.0
25.489,187.386,1500.0
25.499,187.482,1470.0
25.509,187.674,1470.0
25.519,187.866,1470.0
25.529,188.058,1470.0
25.539,188.154,1500.0
25.549,188.154,1500.0
25.559,188.25,1470.0
25.569,188.346,1500.0
25.579,188.346,1500.0
25.589,188.442,1470.0
25.6,188.634,1470.0
25.609,188.73,1500.0
25.619,188.73,1500.0
25.629,188.73,1500.0
25.639,188.73,1500.0
25.649,188.826,1470.0
25.659,188.826,1530.0
25.669,188.73,1500.0
25.679,188.826,1470.0
25.689,188.922,1500.0
25.699,188.826,1530.0
25.709,188.73,1500.0
25.719,188.826,1470.0
25.729,188.922,1500.0
25.739,188.922,1500.0
25.749,188.922,1500.0
25.759,189.018,1470.0
25.769,189.114,1500.0
25.779,189.018,1530.0
25.789,188.922,1500.0
25.799,189.018,1470.0
25.809,189.21,1470.0
25.819,189.21,1530.0
25.829,189.21,1470.0
25.839,189.306,1500.0
25.849,189.402,1470.0
25.859,189.498,1500.0
25.869,189.498,1500.0
25.879,189.69,1440.0
25.889,189.882,1500.0
25.9,190.074,1440.0
25.909,191.034,1260.0
25.919,192.666,1230.0
25.929,194.01,1350.0
25.939,194.778,1410.0
25.949,195.162,1470.0
25.959,195.45,1440.0
25.969,195.834,1440.0
25.979,196.122,1470.0
25.989,196.41,1440.0
25.999,196.698,1470.0
26.009,196.89,1470.0
26.019,197.082,1470.0
26.029,197.274,1470.0
26.039,197.37,1500.0
26.049,197.466,1470.0
26.059,197.562,1500.0
26.07,197.466,1530.0
26.079,197.37,1500.0
26.089,197.37,1500.0
26.099,195.258,1500.0
26.109,195.258,1500.0
26.119,195.162,1530.0
26.129,195.066,1500.0
26.139,195.066,1500.0
26.149,194.97,1530.0
26.159,194.874,1500.0
26.169,194.874,1500.0
26.179,194.874,1500.0
26.189,194.874,1500.0
26.199,194.778,1530.0
26.209,194.682,1500.0
26.219,194.682,1500.0
26.229,194.682,1500.0
26.24,194.586,1530.0
26.249,194.49,1500.0
26.259,194.49,1500.0
26.269,194.49,1500.0
26.279,194.298,1560.0
26.289,194.106,1500.0
26.299,194.202,1470.0
26.309,194.298,1500.0
26.319,194.298,1500.0
26.329,194.298,1500.0
26.339,194.394,1470.0
26.349,194.49,1500.0
26.359,194.49,1500.0
26.369,194.586,1470.0
26.379,194.682,1500.0
26.389,194.778,1470.0
26.399,194.778,1530.0
26.409,194.778,1470.0
26.419,194.874,1500.0
26.429,194.97,1470.0
26.439,195.066,1500.0
26.449,195.066,1500.0
26.459,195.354,1410.0
26.469,195.834,1440.0
26.479,196.122,1470.0
26.489,196.314,1470.0
26.499,196.602,1440.0
26.509,196.89,1470.0
26.519,196.986,1500.0
26.529,197.082,1470.0
26.54,197.274,1470.0
26.549,197.37,1500.0
26.559,197.37,1500.0
26.569,197.37,1500.0
26.579,197.466,1470.0
26.589,197.562,1500.0
26.599,197.466,1530.0
26.609,197.37,1500.0
26.619,197.37,1500.0
26.629,197.37,1500.0
26.639,197.274,1530.0
26.649,197.178,1500.0
26.659,197.178,1500.0
26.669,197.178,1500.0
26.679,197.082,1530.0
26.689,196.986,1500.0
26.699,196.986,1500.0
26.71,196.986,1500.0
26.719,196.89,1530.0
26.729,196.794,1500.0
26.739,196.89,1470.0
26.749,196.986,1500.0
26.759,196.986,1500.0
26.769,197.082,1470.0
26.779,197.37,1440.0
26.789,197.754,1440.0
26.799,198.042,1470.0
26.809,198.234,1470.0
26.819,198.426,1470.0
26.829,198.618,1470.0
26.839,198.714,1500.0
26.849,198.714,1500.0
26.859,198.81,1470.0
26.869,199.002,1470.0
26.88,199.002,1530.0
26.889,198.906,1500.0
26.899,198.906,1500.0
26.909,198.906,1500.0
26.919,198.906,1500.0
26.929,198.81,1530.0
26.939,198.714,1500.0
26.949,198.714,1500.0
26.959,198.714,1500.0
26.969,198.618,1530.0
26.979,198.618,1470.0
26.989,198.618,1530.0
27.279,198.522,1500.0
27.289,198.426,1530.0
27.299,198.426,1470.0
27.309,198.522,1500.0
27.319,198.426,1530.0
27.329,198.33,1500.0
27.339,198.33,1500.0
27.35,198.33,1500.0
27.359,198.234,1530.0
27.369,198.138,1500.0
27.379,198.138,1500.0
27.389,198.138,1500.0
27.399,198.042,1530.0
27.409,197.85,1530.0
27.419,197.754,1500.0
27.429,197.658,1530.0
27.439,197.466,1530.0
27.449,197.37,1500.0
27.459,197.274,1530.0
27.469,197.178,1500.0
27.479,197.082,1530.0
27.489,196.89,1530.0
27.499,196.698,1530.0
27.509,196.506,1530.0
27.52,196.314,1530.0
27.529,196.218,1500.0
27.539,196.122,1530.0
27.549,196.026,1500.0
27.559,195.93,1530.0
27.569,195.834,1500.0
27.579,195.738,1530.0
27.589,195.642,1500.0
27.599,195.546,1530.0
27.609,195.354,1530.0
27.619,195.258,1500.0
27.629,195.258,1500.0
27.639,195.066,1560.0
27.649,194.874,1500.0
27.659,194.874,1500.0
27.669,194.874,1500.0
27.679,194.778,1530.0
27.689,194.778,1470.0
27.699,194.874,1500.0
27.709,194.874,1500.0
27.719,194.874,1500.0
27.729,194.97,1470.0
27.739,195.066,1500.0
27.749,195.162,1470.0
27.759,195.258,1500.0
27.769,195.258,1500.0
27.779,195.354,1470.0
27.789,195.546,1470.0
27.799,195.546,1530.0
27.809,195.546,1470.0
27.82,195.738,1470.0
27.829,195.834,1500.0
27.839,195.834,1500.0
27.849,195.93,1470.0
27.859,196.026,1500.0
27.869,196.122,1470.0
27.879,196.218,1500.0
27.889,196.218,1500.0
27.899,196.314,1470.0
27.909,196.506,1470.0
27.919,196.602,1500.0
27.929,196.602,1500.0
27.939,196.698,1470.0
27.949,196.89,1470.0
27.959,196.89,1530.0
27.969,196.89,1470.0
27.979,197.082,1470.0
27.99,197.178,1500.0
27.999,197.178,1500.0
28.009,197.274,1470.0
28.019,197.466,1470.0
28.029,197.562,1500.0
28.039,197.658,1470.0
28.049,197.754,1500.0
28.059,197.946,1440.0
28.069,198.234,1470.0
28.079,198.426,1470.0
28.089,198.618,1470.0
28.099,199.002,1410.0
28.109,199.482,1440.0
28.119,199.77,1470.0
28.129,200.154,1410.0
28.139,200.73,1410.0
28.149,201.21,1440.0
28.16,201.594,1440.0
28.169,201.882,1470.0
28.179,202.17,1440.0
28.189,202.458,1470.0
28.199,202.554,1500.0
28.209,202.65,1470.0
28.219,202.842,1470.0
28.229,203.034,1470.0
28.239,203.13,1500.0
28.249,203.226,1470.0
28.259,203.514,1440.0
28.269,203.898,1440.0
28.279,204.186,1470.0
28.289,204.378,1470.0
28.299,204.57,1470.0
28.309,204.762,1470.0
28.319,204.954,1470.0
28.329,205.05,1500.0
28.339,205.146,1470.0
28.349,205.338,1470.0
28.359,205.434,1500.0
28.369,205.434,1500.0
28.379,205.53,1470.0
28.389,205.818,1440.0
28.399,206.106,1470.0
28.409,206.201,1500.0
28.419,206.297,1470.0
28.429,206.393,1500.0
28.439,206.393,1500.0
28.449,206.297,1530.0
28.46,206.105,1530.0
28.469,205.913,1530.0
28.479,201.018,1500.0
28.489,200.922,1530.0
28.499,200.73,1530.0
28.509,200.634,1500.0
28.519,200.634,1500.0
28.529,200.538,1530.0
28.539,200.346,1530.0
28.549,200.25,1500.0
28.559,200.154,1530.0
28.569,199.962,1530.0
28.579,199.77,1530.0
28.589,199.674,1500.0
28.599,199.674,1500.0
28.609,199.482,1560.0
28.619,199.29,1500.0
28.63,199.194,1530.0
28.639,199.098,1500.0
28.649,198.906,1560.0
28.659,198.714,1500.0
28.669,198.714,1500.0
28.679,198.714,1500.0
28.689,198.618,1530.0
28.699,198.426,1530.0
28.709,198.33,1500.0
28.719,198.234,1530.0
28.729,198.042,1530.0
28.739,197.85,1530.0
28.749,197.658,1530.0
28.759,197.562,1500.0
28.769,197.466,1530.0
28.779,197.274,1530.0
28.789,197.178,1500.0
28.8,197.082,1530.0
28.809,196.89,1530.0
28.819,196.794,1500.0
28.829,196.89,1470.0
28.839,196.986,1500.0
28.849,196.986,1500.0
28.859,196.986,1500.0
28.869,196.986,1500.0
28.879,196.986,1500.0
28.889,196.89,1530.0
28.899,196.794,1500.0
28.909,196.794,1500.0
28.919,196.794,1500.0
28.929,196.698,1530.0
28.939,196.602,1500.0
28.949,196.602,1500.0
28.959,196.506,1530.0
28.969,196.41,1500.0
28.979,196.41,1500.0
28.989,196.41,1500.0
28.999,196.314,1530.0
29.009,196.122,1530.0
29.019,196.026,1500.0
29.029,196.026,1500.0
29.039,196.026,1500.0
29.049,195.93,1530.0
29.059,195.738,1530.0
29.069,195.642,1500.0
29.079,195.546,1530.0
29.089,195.354,1530.0
29.1,195.162,1530.0
29.109,195.066,1500.0
29.119,194.97,1530.0
29.129,194.778,1530.0
29.139,194.682,1500.0
29.149,194.586,1530.0
29.159,194.394,1530.0
29.169,194.202,1530.0
29.179,194.106,1500.0
29.189,194.106,1500.0
29.199,194.106,1500.0
29.209,194.01,1530.0
29.219,194.01,1470.0
29.229,194.202,1470.0
29.239,194.298,1500.0
29.249,194.298,1500.0
29.259,194.394,1470.0
29.27,194.49,1500.0
29.559,194.49,1500.0
29.569,194.49,1500.0
29.579,194.49,1500.0
29.589,194.49,1500.0
29.599,194.49,1500.0
29.609,194.394,1530.0
29.619,194.394,1470.0
29.629,194.49,1500.0
29.639,194.586,1470.0
29.649,194.586,1530.0
29.659,194.586,1470.0
29.669,194.682,1500.0
29.679,194.778,1470.0
29.689,194.778,1530.0
29.699,194.682,1500.0
29.709,194.778,1470.0
29.719,194.874,1500.0
29.729,194.778,1530.0
29.74,194.778,1470.0
29.749,194.874,1500.0
29.759,194.874,1500.0
29.769,194.874,1500.0
29.779,194.97,1470.0
29.789,195.066,1500.0
29.799,195.162,1470.0
29.809,195.258,1500.0
29.819,195.354,1470.0
29.829,195.546,1470.0
29.839,195.738,1470.0
29.849,195.93,1470.0
29.859,196.218,1440.0
29.869,196.602,1440.0
29.879,196.89,1470.0
29.889,197.082,1470.0
29.899,197.37,1440.0
29.91,197.754,1440.0
29.919,198.042,1470.0
29.929,198.234,1470.0
29.939,198.426,1470.0
29.949,198.618,1470.0
29.959,198.81,1470.0
29.969,199.002,1470.0
29.979,199.098,1500.0
29.989,199.194,1470.0
29.999,199.386,1470.0
30.009,199.482,1500.0
30.019,199.578,1470.0
30.029,199.674,1500.0
30.039,199.77,1470.0
