Tempo (s),PWM,RPM
12.019,255.0,1740.0
12.029,255.0,1770.0
12.039,255.0,1770.0
12.049,255.0,1740.0
12.059,255.0,1770.0
12.069,255.0,1770.0
12.079,255.0,1770.0
12.089,255.0,1770.0
12.099,255.0,1770.0
12.109,255.0,1800.0
12.119,255.0,1770.0
12.129,255.0,1770.0
12.139,255.0,1770.0
12.149,255.0,1770.0
12.16,255.0,1770.0
12.169,255.0,1800.0
12.179,255.0,1770.0
12.189,255.0,1770.0
12.199,255.0,1800.0
12.209,255.0,1770.0
12.219,255.0,1770.0
12.229,255.0,1800.0
12.239,255.0,1770.0
12.249,255.0,1770.0
12.259,255.0,1770.0
12.269,255.0,1770.0
12.279,255.0,1770.0
12.289,255.0,1770.0
12.299,255.0,1770.0
12.309,255.0,1770.0
12.319,255.0,1770.0
12.329,255.0,1740.0
12.339,255.0,1770.0
12.349,255.0,1740.0
12.359,255.0,1740.0
12.369,255.0,1770.0
12.379,255.0,1740.0
12.389,255.0,1740.0
12.399,255.0,1740.0
12.409,255.0,1740.0
12.419,255.0,1770.0
12.429,255.0,1740.0
12.439,255.0,1740.0
12.449,255.0,1740.0
12.46,255.0,1740.0
12.469,255.0,1770.0
12.479,255.0,1740.0
12.489,255.0,1770.0
12.499,255.0,1740.0
12.509,255.0,1740.0
12.519,255.0,1740.0
12.529,255.0,1740.0
12.539,255.0,1770.0
12.549,255.0,1740.0
12.559,255.0,1740.0
12.569,255.0,1740.0
12.579,255.0,1740.0
12.589,255.0,1740.0
12.599,255.0,1740.0
12.609,255.0,1740.0
12.619,255.0,1710.0
12.63,255.0,1740.0
12.639,255.0,1710.0
12.649,255.0,1710.0
12.659,255.0,1740.0
12.669,255.0,1680.0
12.679,255.0,1710.0
12.689,255.0,1680.0
12.699,255.0,1710.0
12.709,255.0,1680.0
12.719,255.0,1680.0
12.729,255.0,1710.0
12.739,255.0,1650.0
12.749,255.0,1680.0
12.759,255.0,1680.0
12.769,255.0,1650.0
12.779,255.0,1650.0
12.789,255.0,1680.0
12.8,255.0,1650.0
12.809,255.0,1650.0
12.819,255.0,1650.0
12.829,255.0,1680.0
12.839,255.0,1650.0
12.849,255.0,1620.0
12.859,255.0,1650.0
12.869,255.0,1650.0
12.879,255.0,1620.0
12.889,255.0,1620.0
12.899,255.0,1650.0
12.909,255.0,1620.0
12.919,255.0,1620.0
12.929,255.0,1650.0
12.939,255.0,1620.0
12.949,255.0,1650.0
12.959,255.0,1620.0
12.969,255.0,1620.0
12.979,255.0,1620.0
12.989,255.0,1620.0
12.999,255.0,1620.0
13.009,255.0,1620.0
13.019,255.0,1620.0
13.029,255.0,1620.0
13.039,255.0,1590.0
13.049,255.0,1620.0
13.059,255.0,1590.0
13.069,255.0,1590.0
13.079,255.0,1620.0
13.089,255.0,1590.0
13.1,255.0,1620.0
13.109,255.0,1590.0
13.119,255.0,1620.0
13.129,255.0,1620.0
13.139,255.0,1650.0
13.149,255.0,1620.0
13.159,255.0,1620.0
13.169,255.0,1650.0
13.179,255.0,1620.0
13.189,255.0,1650.0
13.199,255.0,1650.0
13.209,255.0,1650.0
13.219,255.0,1620.0
13.229,255.0,1680.0
13.239,255.0,1650.0
13.249,255.0,1650.0
13.259,255.0,1680.0
13.27,255.0,1650.0
13.279,255.0,1650.0
13.289,255.0,1650.0
13.299,255.0,1680.0
13.309,255.0,1650.0
13.599,255.0,1650.0
13.609,255.0,1620.0
13.619,255.0,1650.0
13.629,255.0,1620.0
13.639,255.0,1620.0
13.649,255.0,1620.0
13.659,255.0,1620.0
13.669,255.0,1620.0
13.679,255.0,1620.0
13.689,255.0,1620.0
13.699,255.0,1620.0
13.709,255.0,1650.0
13.719,255.0,1620.0
13.729,255.0,1620.0
13.74,255.0,1650.0
13.749,255.0,1650.0
13.759,255.0,1620.0
13.769,255.0,1650.0
13.779,255.0,1650.0
13.789,255.0,1620.0
13.799,255.0,1650.0
13.809,255.0,1650.0
13.819,255.0,1650.0
13.829,255.0,1620.0
13.839,255.0,1650.0
13.849,255.0,1620.0
13.859,255.0,1650.0
13.869,255.0,1650.0
13.879,255.0,1650.0
13.889,255.0,1650.0
13.899,255.0,1620.0
13.91,255.0,1650.0
13.919,255.0,1650.0
13.929,255.0,1650.0
13.939,255.0,1620.0
13.949,255.0,1650.0
13.959,255.0,1650.0
13.969,255.0,1620.0
13.979,255.0,1650.0
13.989,255.0,1650.0
13.999,255.0,1650.0
14.009,255.0,1620.0
14.019,255.0,1650.0
14.029,255.0,1650.0
14.039,255.0,1650.0
14.049,255.0,1620.0
14.059,255.0,1650.0
14.069,255.0,1620.0
14.08,255.0,1650.0
14.089,255.0,1620.0
14.099,255.0,1650.0
14.109,255.0,1650.0
14.119,255.0,1620.0
14.129,255.0,1650.0
14.139,255.0,1650.0
14.149,255.0,1620.0
14.159,255.0,1620.0
14.169,255.0,1650.0
14.179,255.0,1650.0
14.189,255.0,1620.0
14.199,255.0,1590.0
14.209,255.0,1590.0
14.219,255.0,1590.0
14.229,255.0,1590.0
14.239,255.0,1560.0
14.249,255.0,1590.0
14.259,255.0,1590.0
14.269,255.0,1560.0
14.279,255.0,1590.0
14.289,255.0,1560.0
14.299,255.0,1590.0
14.309,255.0,1560.0
14.319,255.0,1590.0
14.329,255.0,1560.0
14.339,255.0,1560.0
14.349,255.0,1560.0
14.359,255.0,1590.0
14.369,255.0,1560.0
14.38,255.0,1530.0
14.389,255.0,1560.0
14.399,255.0,1530.0
14.409,255.0,1560.0
14.419,255.0,1530.0
14.429,255.0,1560.0
14.439,255.0,1530.0
14.449,255.0,1560.0
14.459,255.0,1530.0
14.469,255.0,1560.0
14.479,255.0,1560.0
14.489,255.0,1530.0
14.499,255.0,1560.0
14.509,255.0,1560.0
14.519,255.0,1560.0
14.529,255.0,1590.0
14.539,255.0,1590.0
14.55,255.0,1560.0
14.559,255.0,1590.0
14.569,255.0,1590.0
14.579,255.0,1590.0
14.589,255.0,1590.0
14.599,255.0,1590.0
14.609,255.0,1590.0
14.619,255.0,1590.0
14.629,255.0,1590.0
14.639,255.0,1590.0
14.649,255.0,1590.0
14.659,255.0,1620.0
14.669,255.0,1590.0
14.679,255.0,1590.0
14.689,255.0,1590.0
14.699,255.0,1590.0
14.709,255.0,1590.0
14.72,255.0,1590.0
14.729,255.0,1590.0
14.739,255.0,1590.0
14.749,255.0,1590.0
14.759,255.0,1560.0
14.769,255.0,1590.0
14.779,255.0,1590.0
14.789,255.0,1560.0
14.799,255.0,1560.0
14.809,255.0,1560.0
14.819,255.0,1590.0
14.829,255.0,1560.0
14.839,255.0,1560.0
14.849,255.0,1560.0
14.859,255.0,1590.0
14.869,255.0,1560.0
14.879,255.0,1560.0
14.889,255.0,1560.0
14.899,255.0,1560.0
14.909,255.0,1560.0
14.919,255.0,1560.0
14.929,255.0,1560.0
14.939,255.0,1560.0
14.949,255.0,1560.0
14.959,255.0,1590.0
14.969,255.0,1560.0
14.979,255.0,1560.0
14.989,255.0,1560.0
14.999,255.0,1590.0
15.009,255.0,1560.0
15.02,255.0,1560.0
15.029,255.0,1590.0
15.039,255.0,1560.0
15.049,255.0,1590.0
15.059,255.0,1560.0
15.069,255.0,1590.0
15.079,255.0,1590.0
15.089,255.0,1590.0
15.099,255.0,1560.0
15.109,255.0,1590.0
15.119,255.0,1590.0
15.129,255.0,1590.0
15.139,255.0,1560.0
15.149,255.0,1590.0
15.159,255.0,1590.0
15.169,255.0,1590.0
15.179,255.0,1560.0
15.19,255.0,1590.0
15.199,255.0,1590.0
15.209,255.0,1590.0
15.219,255.0,1590.0
15.229,255.0,1590.0
15.239,255.0,1620.0
15.249,255.0,1560.0
15.259,255.0,1590.0
15.269,255.0,1590.0
15.279,255.0,1590.0
15.289,255.0,1590.0
15.299,255.0,1590.0
15.309,255.0,1590.0
15.319,255.0,1560.0
15.329,255.0,1590.0
15.339,255.0,1590.0
15.349,255.0,1590.0
15.36,255.0,1560.0
15.369,255.0,1590.0
15.379,255.0,1590.0
15.389,255.0,1560.0
15.399,255.0,1590.0
15.409,255.0,1560.0
15.419,255.0,1560.0
15.429,255.0,1590.0
15.439,255.0,1560.0
15.449,255.0,1560.0
15.459,255.0,1560.0
15.469,255.0,1560.0
15.479,255.0,1560.0
15.489,255.0,1560.0
15.499,255.0,1560.0
15.509,255.0,1560.0
15.519,255.0,1560.0
15.529,255.0,1560.0
15.539,255.0,1590.0
15.549,255.0,1560.0
15.559,255.0,1560.0
15.569,255.0,1560.0
15.579,255.0,1590.0
15.589,255.0,1560.0
15.879,255.0,1560.0
15.889,255.0,1560.0
15.899,255.0,1560.0
15.909,255.0,1560.0
15.919,255.0,1560.0
15.929,255.0,1530.0
15.939,255.0,1560.0
15.949,255.0,1560.0
15.959,255.0,1530.0
15.969,255.0,1560.0
15.979,255.0,1560.0
15.989,255.0,1530.0
16.0,255.0,1560.0
16.009,255.0,1530.0
16.019,255.0,1560.0
16.029,255.0,1530.0
16.039,255.0,1530.0
16.049,255.0,1530.0
16.059,255.0,1530.0
16.069,255.0,1530.0
16.079,255.0,1530.0
16.089,255.0,1530.0
16.099,255.0,1530.0
16.109,255.0,1530.0
16.119,255.0,1530.0
16.129,255.0,1530.0
16.139,255.0,1500.0
16.149,255.0,1500.0
16.159,255.0,1530.0
16.169,255.0,1530.0
16.179,255.0,1500.0
16.189,255.0,1500.0
16.199,255.0,1530.0
16.209,255.0,1500.0
16.219,255.0,1530.0
16.229,255.0,1500.0
16.239,255.0,1500.0
16.249,255.0,1530.0
16.259,255.0,1500.0
16.269,255.0,1530.0
16.279,255.0,1530.0
16.289,255.0,1500.0
16.3,255.0,1500.0
16.309,255.0,1530.0
16.319,255.0,1500.0
16.329,255.0,1530.0
16.339,255.0,1500.0
16.349,255.0,1500.0
16.359,255.0,1530.0
16.369,255.0,1500.0
16.379,255.0,1500.0
16.389,255.0,1500.0
16.399,255.0,1530.0
16.409,255.0,1500.0
16.419,255.0,1500.0
16.429,255.0,1530.0
16.439,255.0,1500.0
16.449,255.0,1530.0
16.459,255.0,1500.0
16.47,255.0,1500.0
16.479,255.0,1500.0
16.489,255.0,1500.0
16.499,255.0,1500.0
16.509,255.0,1500.0
16.519,255.0,1500.0
16.529,255.0,1500.0
16.539,255.0,1470.0
16.549,255.0,1470.0
16.559,255.0,1500.0
16.569,255.0,1470.0
16.579,255.0,1410.0
16.589,255.0,1410.0
16.599,255.0,1410.0
16.609,255.0,1380.0
16.619,255.0,1410.0
16.629,255.0,1410.0
16.64,255.0,1440.0
16.649,255.0,1410.0
16.659,255.0,1440.0
16.669,255.0,1440.0
16.679,255.0,1440.0
16.689,255.0,1440.0
16.699,255.0,1470.0
16.709,255.0,1500.0
16.719,255.0,1470.0
16.729,255.0,1500.0
16.739,255.0,1500.0
16.749,255.0,1500.0
16.759,255.0,1530.0
16.769,255.0,1500.0
16.779,255.0,1500.0
16.789,255.0,1530.0
16.799,255.0,1500.0
16.809,255.0,1500.0
16.819,255.0,1500.0
16.829,255.0,1530.0
16.839,255.0,1500.0
16.849,255.0,1500.0
16.859,255.0,1500.0
16.869,255.0,1470.0
16.879,255.0,1500.0
16.889,255.0,1500.0
16.899,255.0,1470.0
16.909,255.0,1500.0
16.919,255.0,1470.0
16.929,255.0,1500.0
16.94,255.0,1470.0
16.949,255.0,1470.0
16.959,255.0,1500.0
16.969,255.0,1470.0
16.979,255.0,1470.0
16.989,255.0,1470.0
16.999,255.0,1470.0
17.009,255.0,1470.0
17.019,255.0,1470.0
17.029,255.0,1470.0
17.039,255.0,1470.0
17.049,255.0,1470.0
17.059,255.0,1470.0
17.069,255.0,1470.0
17.079,255.0,1470.0
17.089,255.0,1470.0
17.099,255.0,1470.0
17.11,255.0,1470.0
17.119,255.0,1470.0
17.129,255.0,1470.0
17.139,255.0,1500.0
17.149,255.0,1470.0
17.159,255.0,1500.0
17.169,255.0,1500.0
17.179,255.0,1500.0
17.189,255.0,1500.0
17.199,255.0,1500.0
17.209,255.0,1500.0
17.219,255.0,1500.0
17.229,255.0,1530.0
17.239,255.0,1530.0
17.249,255.0,1500.0
17.259,255.0,1530.0
17.269,255.0,1500.0
17.28,255.0,1530.0
17.289,255.0,1500.0
17.299,255.0,1530.0
17.309,255.0,1530.0
17.319,255.0,1530.0
17.329,255.0,1500.0
17.339,255.0,1530.0
17.349,255.0,1500.0
17.359,255.0,1530.0
17.369,255.0,1530.0
17.379,255.0,1530.0
17.389,255.0,1530.0
17.399,255.0,1530.0
17.409,255.0,1530.0
17.419,255.0,1530.0
17.429,255.0,1530.0
17.439,255.0,1560.0
17.449,255.0,1530.0
17.459,255.0,1530.0
17.469,255.0,1530.0
17.479,255.0,1530.0
17.489,255.0,1530.0
17.499,255.0,1530.0
17.509,255.0,1530.0
17.519,255.0,1530.0
17.529,255.0,1500.0
17.539,255.0,1530.0
17.549,255.0,1530.0
17.559,255.0,1530.0
17.569,255.0,1500.0
17.58,255.0,1530.0
17.589,255.0,1560.0
17.599,255.0,1530.0
17.609,255.0,1530.0
17.619,255.0,1530.0
17.629,255.0,1560.0
17.639,255.0,1530.0
17.649,255.0,1500.0
17.659,255.0,1560.0
17.669,255.0,1530.0
17.679,255.0,1530.0
17.689,255.0,1500.0
17.699,255.0,1530.0
17.709,255.0,1560.0
17.719,255.0,1530.0
17.729,255.0,1500.0
17.739,255.0,1530.0
17.75,255.0,1560.0
17.759,255.0,1500.0
17.769,255.0,1530.0
17.779,255.0,1530.0
17.789,255.0,1530.0
17.799,255.0,1500.0
17.809,255.0,1530.0
17.819,255.0,1530.0
17.829,255.0,1500.0
17.839,255.0,1530.0
17.849,255.0,1500.0
17.859,255.0,1530.0
17.869,255.0,1530.0
18.159,255.0,1500.0
18.169,255.0,1530.0
18.179,255.0,1500.0
18.189,255.0,1530.0
18.199,255.0,1500.0
18.209,255.0,1530.0
18.22,255.0,1500.0
18.229,255.0,1530.0
18.239,255.0,1500.0
18.249,255.0,1530.0
18.259,255.0,1500.0
18.269,255.0,1530.0
18.279,255.0,1500.0
18.289,255.0,1500.0
18.299,255.0,1530.0
18.309,255.0,1500.0
18.319,255.0,1500.0
18.329,255.0,1500.0
18.339,255.0,1530.0
18.349,255.0,1500.0
18.359,255.0,1500.0
18.369,255.0,1500.0
18.379,255.0,1500.0
18.39,255.0,1500.0
18.399,255.0,1470.0
18.409,255.0,1500.0
18.419,255.0,1500.0
18.429,255.0,1500.0
18.439,255.0,1470.0
18.449,255.0,1500.0
18.459,255.0,1500.0
18.469,255.0,1500.0
18.479,255.0,1470.0
18.489,255.0,1470.0
18.499,255.0,1500.0
18.509,255.0,1470.0
18.519,255.0,1470.0
18.529,255.0,1500.0
18.539,255.0,1470.0
18.549,255.0,1470.0
18.56,255.0,1470.0
18.569,255.0,1470.0
18.579,255.0,1470.0
18.589,255.0,1470.0
18.599,255.0,1440.0
18.609,255.0,1470.0
18.619,255.0,1470.0
18.629,255.0,1470.0
18.639,255.0,1440.0
18.649,255.0,1470.0
18.659,255.0,1440.0
18.669,255.0,1470.0
18.679,255.0,1470.0
18.689,255.0,1440.0
18.699,255.0,1440.0
18.709,255.0,1470.0
18.719,255.0,1440.0
18.729,255.0,1440.0
18.739,255.0,1440.0
18.749,255.0,1440.0
18.759,255.0,1440.0
18.769,255.0,1410.0
18.779,255.0,1440.0
18.789,255.0,1440.0
18.799,255.0,1440.0
18.809,255.0,1440.0
18.819,255.0,1440.0
18.829,255.0,1410.0
18.839,255.0,1440.0
18.849,255.0,1440.0
18.86,255.0,1410.0
18.869,255.0,1440.0
18.879,255.0,1440.0
18.889,255.0,1440.0
18.899,255.0,1410.0
18.909,255.0,1440.0
18.919,255.0,1440.0
18.929,255.0,1440.0
18.939,255.0,1440.0
18.949,255.0,1440.0
18.959,255.0,1470.0
18.969,255.0,1440.0
18.979,255.0,1470.0
18.989,255.0,1470.0
18.999,255.0,1440.0
19.009,255.0,1470.0
19.019,255.0,1470.0
19.03,255.0,1470.0
19.039,255.0,1440.0
19.049,255.0,1470.0
19.059,255.0,1470.0
19.069,255.0,1470.0
19.079,255.0,1470.0
19.089,255.0,1470.0
19.099,255.0,1470.0
19.109,255.0,1470.0
19.119,255.0,1470.0
19.129,255.0,1470.0
19.139,255.0,1470.0
19.149,255.0,1470.0
19.159,255.0,1470.0
19.169,255.0,1470.0
19.179,255.0,1500.0
19.189,255.0,1470.0
19.2,255.0,1470.0
19.209,255.0,1500.0
19.219,255.0,1470.0
19.229,255.0,1500.0
19.239,255.0,1500.0
19.249,255.0,1470.0
19.259,255.0,1500.0
19.269,255.0,1470.0
19.279,255.0,1500.0
19.289,255.0,1470.0
19.299,255.0,1500.0
19.309,255.0,1500.0
19.319,255.0,1500.0
19.329,255.0,1470.0
19.339,255.0,1500.0
19.349,255.0,1500.0
19.359,255.0,1500.0
19.369,255.0,1470.0
19.379,255.0,1500.0
19.389,255.0,1500.0
19.399,255.0,1500.0
19.409,255.0,1500.0
19.419,255.0,1500.0
19.429,255.0,1500.0
19.439,255.0,1500.0
19.449,255.0,1470.0
19.459,255.0,1500.0
19.469,255.0,1500.0
19.479,255.0,1500.0
19.489,255.0,1500.0
19.5,255.0,1500.0
19.509,255.0,1500.0
19.519,255.0,1500.0
19.529,255.0,1470.0
19.539,255.0,1500.0
19.549,255.0,1500.0
19.559,255.0,1470.0
19.569,255.0,1500.0
19.579,255.0,1500.0
19.589,255.0,1500.0
19.599,255.0,1500.0
19.609,255.0,1470.0
19.619,255.0,1500.0
19.629,255.0,1500.0
19.639,255.0,1500.0
19.649,255.0,1470.0
19.659,255.0,1500.0
19.67,255.0,1500.0
19.679,255.0,1500.0
19.689,255.0,1470.0
19.699,255.0,1500.0
19.709,255.0,1500.0
19.719,255.0,1500.0
19.729,255.0,1500.0
19.739,255.0,1500.0
19.749,255.0,1500.0
19.759,255.0,1470.0
19.769,255.0,1500.0
19.779,255.0,1500.0
19.789,255.0,1500.0
19.799,255.0,1500.0
19.809,255.0,1470.0
19.819,255.0,1500.0
19.829,255.0,1500.0
19.84,255.0,1500.0
19.849,255.0,1500.0
19.859,255.0,1470.0
19.869,255.0,1500.0
19.879,255.0,1500.0
19.889,255.0,1470.0
19.899,255.0,1500.0
19.909,255.0,1500.0
19.919,255.0,1500.0
19.929,255.0,1470.0
19.939,255.0,1500.0
19.949,255.0,1500.0
19.959,255.0,1500.0
19.969,255.0,1500.0
19.979,255.0,1500.0
19.989,255.0,1530.0
19.999,255.0,1500.0
20.009,255.0,1500.0
20.019,255.0,1500.0
20.029,255.0,1500.0
20.039,255.0,1500.0
20.049,255.0,1500.0
20.059,255.0,1500.0
20.069,255.0,1530.0
20.079,255.0,1500.0
20.089,255.0,1530.0
20.099,255.0,1500.0
20.109,255.0,1530.0
20.119,255.0,1500.0
20.129,255.0,1500.0
20.14,255.0,1530.0
20.149,255.0,1500.0
20.439,255.0,1500.0
20.449,255.0,1500.0
20.459,255.0,1530.0
20.469,255.0,1500.0
20.48,255.0,1530.0
20.489,255.0,1500.0
20.499,255.0,1530.0
20.509,255.0,1500.0
20.519,255.0,1500.0
20.529,255.0,1530.0
20.539,255.0,1500.0
20.549,255.0,1530.0
20.559,255.0,1500.0
20.569,255.0,1500.0
20.579,255.0,1500.0
20.589,255.0,1530.0
20.599,255.0,1500.0
20.609,255.0,1500.0
20.619,255.0,1500.0
20.629,255.0,1500.0
20.639,255.0,1500.0
20.649,255.0,1500.0
20.659,255.0,1500.0
20.669,255.0,1530.0
20.679,255.0,1470.0
20.689,255.0,1500.0
20.699,255.0,1530.0
20.709,255.0,1500.0
20.719,255.0,1500.0
20.729,255.0,1500.0
20.739,255.0,1500.0
20.749,255.0,1500.0
20.759,255.0,1500.0
20.769,255.0,1500.0
20.78,255.0,1500.0
20.789,255.0,1500.0
20.799,255.0,1500.0
20.809,255.0,1500.0
20.819,255.0,1500.0
20.829,255.0,1500.0
20.839,255.0,1500.0
20.849,255.0,1500.0
20.859,255.0,1500.0
20.869,255.0,1500.0
20.879,255.0,1500.0
20.889,255.0,1500.0
20.899,255.0,1530.0
20.909,255.0,1500.0
20.919,255.0,1500.0
20.929,255.0,1500.0
20.939,255.0,1530.0
20.95,255.0,1500.0
20.959,255.0,1500.0
20.969,255.0,1500.0
20.979,255.0,1500.0
20.989,255.0,1530.0
20.999,255.0,1500.0
21.009,255.0,1500.0
21.019,255.0,1500.0
21.029,255.0,1500.0
21.039,255.0,1500.0
21.049,255.0,1500.0
21.059,255.0,1500.0
21.069,255.0,1500.0
21.079,255.0,1500.0
21.089,255.0,1500.0
21.099,255.0,1500.0
21.109,255.0,1500.0
21.12,255.0,1500.0
21.129,255.0,1500.0
21.139,255.0,1500.0
21.149,255.0,1500.0
21.159,255.0,1470.0
21.169,255.0,1500.0
21.179,255.0,1500.0
21.189,255.0,1500.0
21.199,255.0,1500.0
21.209,255.0,1530.0
21.219,255.0,1500.0
21.229,255.0,1500.0
21.239,255.0,1500.0
21.249,255.0,1500.0
21.259,255.0,1500.0
21.269,255.0,1530.0
21.279,255.0,1470.0
21.289,255.0,1500.0
21.299,255.0,1500.0
21.309,255.0,1530.0
21.319,255.0,1500.0
21.329,255.0,1500.0
21.339,255.0,1500.0
21.349,255.0,1500.0
21.359,255.0,1500.0
21.369,255.0,1500.0
21.379,255.0,1500.0
21.389,255.0,1500.0
21.399,255.0,1500.0
21.409,255.0,1500.0
21.42,255.0,1500.0
21.429,255.0,1530.0
21.439,255.0,1530.0
21.449,255.0,1500.0
21.459,255.0,1500.0
21.469,255.0,1500.0
21.479,255.0,1530.0
21.489,255.0,1500.0
21.499,255.0,1500.0
21.509,255.0,1500.0
21.519,255.0,1530.0
21.529,255.0,1500.0
21.539,255.0,1500.0
21.549,255.0,1530.0
21.559,255.0,1530.0
21.569,255.0,1500.0
21.579,255.0,1500.0
21.59,255.0,1530.0
21.599,255.0,1530.0
21.609,255.0,1500.0
21.619,255.0,1530.0
21.629,255.0,1530.0
21.639,255.0,1530.0
21.649,255.0,1500.0
21.659,255.0,1530.0
21.669,255.0,1530.0
21.679,255.0,1530.0
21.689,255.0,1500.0
21.699,255.0,1500.0
21.709,255.0,1500.0
21.719,255.0,1530.0
21.729,255.0,1500.0
21.739,255.0,1500.0
21.749,255.0,1500.0
21.76,255.0,1530.0
21.769,255.0,1470.0
21.779,255.0,1500.0
21.789,255.0,1530.0
21.799,255.0,1500.0
21.809,255.0,1500.0
21.819,255.0,1500.0
21.829,255.0,1500.0
21.839,255.0,1530.0
21.849,255.0,1470.0
21.859,255.0,1530.0
21.869,255.0,1500.0
21.879,255.0,1530.0
21.889,255.0,1470.0
21.899,255.0,1500.0
21.909,255.0,1530.0
21.919,255.0,1500.0
21.929,255.0,1500.0
21.939,255.0,1500.0
21.949,255.0,1500.0
21.959,255.0,1500.0
21.969,255.0,1470.0
21.979,255.0,1500.0
21.989,255.0,1500.0
21.999,255.0,1500.0
22.009,255.0,1470.0
22.019,255.0,1500.0
22.029,255.0,1500.0
22.039,255.0,1500.0
22.049,255.0,1500.0
22.06,255.0,1470.0
22.069,255.0,1500.0
22.079,255.0,1500.0
22.089,255.0,1500.0
22.099,255.0,1500.0
22.109,255.0,1470.0
22.119,255.0,1530.0
22.129,255.0,1470.0
22.139,255.0,1500.0
22.149,255.0,1500.0
22.159,255.0,1500.0
22.169,255.0,1470.0
22.179,255.0,1500.0
22.189,255.0,1500.0
22.199,255.0,1530.0
22.209,255.0,1470.0
22.219,255.0,1500.0
22.23,255.0,1500.0
22.239,255.0,1500.0
22.249,255.0,1500.0
22.259,255.0,1500.0
22.269,255.0,1500.0
22.279,255.0,1500.0
22.289,255.0,1470.0
22.299,255.0,1500.0
22.309,255.0,1500.0
22.319,255.0,1530.0
22.329,255.0,1470.0
22.339,255.0,1500.0
22.349,255.0,1500.0
22.359,255.0,1530.0
22.369,255.0,1500.0
22.379,255.0,1500.0
22.389,255.0,1500.0
22.4,255.0,1530.0
22.409,255.0,1500.0
22.419,255.0,1500.0
22.429,255.0,1530.0
22.719,255.0,1500.0
22.729,255.0,1500.0
22.739,255.0,1530.0
22.749,255.0,1530.0
22.759,255.0,1500.0
22.769,255.0,1530.0
22.779,255.0,1500.0
22.789,255.0,1530.0
22.799,255.0,1500.0
22.809,255.0,1500.0
22.819,255.0,1530.0
22.829,255.0,1500.0
22.839,255.0,1530.0
22.849,255.0,1500.0
22.859,255.0,1530.0
22.87,255.0,1530.0
22.879,255.0,1530.0
22.889,255.0,1500.0
22.899,255.0,1530.0
22.909,255.0,1530.0
22.919,255.0,1530.0
22.929,255.0,1530.0
22.939,255.0,1500.0
22.949,255.0,1530.0
22.959,255.0,1530.0
22.969,255.0,1530.0
22.979,255.0,1530.0
22.989,255.0,1530.0
22.999,255.0,1530.0
23.009,255.0,1500.0
23.019,255.0,1530.0
23.029,255.0,1530.0
23.04,255.0,1530.0
23.049,255.0,1530.0
23.059,255.0,1500.0
23.069,255.0,1530.0
23.079,255.0,1530.0
23.089,255.0,1530.0
23.099,255.0,1530.0
23.109,255.0,1530.0
23.119,255.0,1500.0
23.129,255.0,1530.0
23.139,255.0,1500.0
23.149,255.0,1530.0
23.159,255.0,1500.0
23.169,255.0,1530.0
23.179,255.0,1500.0
23.189,255.0,1530.0
23.199,255.0,1500.0
23.209,255.0,1500.0
23.219,255.0,1530.0
23.229,255.0,1500.0
23.239,255.0,1530.0
23.249,255.0,1500.0
23.259,255.0,1530.0
23.269,255.0,1530.0
23.279,255.0,1500.0
23.289,255.0,1530.0
23.299,255.0,1500.0
23.309,255.0,1530.0
23.319,255.0,1530.0
23.329,255.0,1500.0
23.34,255.0,1530.0
23.349,255.0,1530.0
23.359,255.0,1500.0
23.369,255.0,1530.0
23.379,255.0,1530.0
23.389,255.0,1530.0
23.399,255.0,1500.0
23.409,255.0,1530.0
23.419,255.0,1500.0
23.429,255.0,1530.0
23.439,255.0,1500.0
23.449,255.0,1530.0
23.459,255.0,1500.0
23.469,255.0,1530.0
23.479,255.0,1500.0
23.489,255.0,1530.0
23.499,255.0,1530.0
23.51,255.0,1530.0
23.519,255.0,1500.0
23.529,255.0,1530.0
23.539,255.0,1530.0
23.549,255.0,1530.0
23.559,255.0,1500.0
23.569,255.0,1530.0
23.579,255.0,1530.0
23.589,255.0,1530.0
23.599,255.0,1530.0
23.609,255.0,1530.0
23.619,255.0,1530.0
23.629,255.0,1560.0
23.639,255.0,1530.0
23.649,255.0,1560.0
23.659,255.0,1560.0
23.669,255.0,1560.0
23.68,255.0,1530.0
23.689,255.0,1560.0
23.699,255.0,1560.0
23.709,255.0,1530.0
23.719,255.0,1560.0
23.729,255.0,1590.0
23.739,255.0,1560.0
23.749,255.0,1530.0
23.759,255.0,1560.0
23.769,255.0,1560.0
23.779,255.0,1560.0
23.789,255.0,1560.0
23.799,255.0,1560.0
23.809,255.0,1560.0
23.819,255.0,1560.0
23.829,255.0,1530.0
23.839,255.0,1560.0
23.849,255.0,1560.0
23.859,255.0,1530.0
23.869,255.0,1560.0
23.879,255.0,1560.0
23.889,255.0,1560.0
23.899,255.0,1560.0
23.909,255.0,1560.0
23.919,255.0,1530.0
23.929,255.0,1560.0
23.939,255.0,1560.0
23.949,255.0,1530.0
23.959,255.0,1560.0
23.969,255.0,1560.0
23.98,255.0,1530.0
23.989,255.0,1560.0
23.999,255.0,1560.0
24.009,255.0,1530.0
24.019,255.0,1530.0
24.029,255.0,1560.0
24.039,255.0,1530.0
24.049,255.0,1560.0
24.059,255.0,1530.0
24.069,255.0,1560.0
24.079,255.0,1530.0
24.089,255.0,1560.0
24.099,255.0,1530.0
24.109,255.0,1530.0
24.119,255.0,1560.0
24.129,255.0,1530.0
24.139,255.0,1530.0
24.15,255.0,1530.0
24.159,255.0,1530.0
