Tempo (s),RPM
0.009,0.0
0.019,0.0
0.029,0.0
0.039,0.0
0.049,60.0
0.059,90.0
0.069,240.0
0.079,360.0
0.089,510.0
0.099,630.0
0.109,810.0
0.119,930.0
0.129,1080.0
0.139,1200.0
0.149,1320.0
0.159,1410.0
0.169,1470.0
0.179,1560.0
0.189,1620.0
0.199,1650.0
0.209,1710.0
0.219,1740.0
0.229,1770.0
0.239,1770.0
0.249,1830.0
0.259,1830.0
0.269,1830.0
0.279,1860.0
0.289,1860.0
0.3,1860.0
0.309,1860.0
0.319,1860.0
0.329,1890.0
0.339,1890.0
0.349,1890.0
0.359,1890.0
0.369,1890.0
0.379,1920.0
0.389,1920.0
0.399,1920.0
0.409,1920.0
0.419,1920.0
0.429,1920.0
0.439,1920.0
0.449,1920.0
0.459,1920.0
0.47,1920.0
0.479,1920.0
0.489,1950.0
0.499,1920.0
0.509,1950.0
0.519,1950.0
0.529,1950.0
0.539,1950.0
0.549,1950.0
0.559,1950.0
0.569,1980.0
0.579,1950.0
0.589,1920.0
0.599,1950.0
0.609,1980.0
0.619,1950.0
0.629,1950.0
0.64,1980.0
0.649,1950.0
0.659,1950.0
0.669,1980.0
0.679,1980.0
0.689,1950.0
0.699,1950.0
0.709,1950.0
0.719,1980.0
0.729,1980.0
0.739,1950.0
0.749,1950.0
0.759,1980.0
0.769,1950.0
0.779,1980.0
0.789,2010.0
0.799,1980.0
0.809,1980.0
0.819,1980.0
0.829,1980.0
0.839,1980.0
0.849,1980.0
0.859,1980.0
0.869,1980.0
0.879,2010.0
0.889,1980.0
0.899,1980.0
0.909,1980.0
0.919,1950.0
0.929,1980.0
0.94,2010.0
0.949,1980.0
0.959,1980.0
0.969,1980.0
0.979,1980.0
0.989,1980.0
0.999,2010.0
1.009,1980.0
1.019,1980.0
1.029,2010.0
1.039,1980.0
1.049,1980.0
1.059,2010.0
1.069,1980.0
1.079,1980.0
1.089,2010.0
1.099,1980.0
1.11,1980.0
1.119,2010.0
1.129,1980.0
1.139,2010.0
1.149,2010.0
1.159,2010.0
1.169,2010.0
1.179,2010.0
1.189,1980.0
1.199,1980.0
1.209,2010.0
1.219,2010.0
1.229,1980.0
1.239,1980.0
1.249,1980.0
1.259,2010.0
1.269,2010.0
1.28,1980.0
1.289,2010.0
1.299,2010.0
1.309,1980.0
1.319,1980.0
1.329,2010.0
1.339,2010.0
1.349,2010.0
1.359,2010.0
1.369,1980.0
1.379,2010.0
1.389,2010.0
1.399,2010.0
1.409,1980.0
1.419,1980.0
1.429,1980.0
1.439,2010.0
1.449,2010.0
1.459,2010.0
1.469,1980.0
1.479,1980.0
1.489,1980.0
1.499,2010.0
1.509,2010.0
1.519,1980.0
1.529,2010.0
1.539,2010.0
1.549,1980.0
1.559,1980.0
1.569,2010.0
1.58,2010.0
1.589,1980.0
1.599,1980.0
1.609,1980.0
1.619,2010.0
1.629,2010.0
1.639,1980.0
1.649,1980.0
1.659,2010.0
1.669,1980.0
1.679,2010.0
1.689,2010.0
1.699,1980.0
1.709,2010.0
1.719,2010.0
1.729,2010.0
1.739,2010.0
1.75,2010.0
1.759,2010.0
1.769,2010.0
1.779,2010.0
1.789,2010.0
1.799,2010.0
1.809,2010.0
1.819,1980.0
1.829,2010.0
1.839,2010.0
1.849,2010.0
1.859,2010.0
1.869,2010.0
1.879,1980.0
1.889,2010.0
1.899,2010.0
1.909,1980.0
1.92,1980.0
1.929,2010.0
1.939,1980.0
1.949,2010.0
1.959,2010.0
1.969,2010.0
1.979,2010.0
1.989,2010.0
1.999,2010.0
2.269,2010.0
2.279,2010.0
2.289,1980.0
2.299,1980.0
2.309,2010.0
2.319,2010.0
2.329,1980.0
2.339,2010.0
2.349,2010.0
2.359,2010.0
2.369,2010.0
2.379,2010.0
2.39,1980.0
2.399,2010.0
2.409,2010.0
2.419,2010.0
2.429,1980.0
2.439,1980.0
2.449,2010.0
2.459,2010.0
2.469,1980.0
2.479,1980.0
2.489,1980.0
2.499,1980.0
2.509,1980.0
2.519,1980.0
2.529,2010.0
2.539,1980.0
2.549,2040.0
2.56,2010.0
2.569,1980.0
2.579,2010.0
2.589,2040.0
2.599,2010.0
2.609,2010.0
2.619,2010.0
2.629,2010.0
2.639,2040.0
2.649,2010.0
2.659,2010.0
2.669,2040.0
2.679,2010.0
2.689,2010.0
2.699,2040.0
2.709,2010.0
2.719,2010.0
2.729,2010.0
2.739,1980.0
2.749,2010.0
2.759,2010.0
2.769,2010.0
2.779,2010.0
2.789,2010.0
2.799,1980.0
2.809,1980.0
2.819,2010.0
2.829,2010.0
2.839,1980.0
2.849,1980.0
2.86,1980.0
2.869,1980.0
2.879,1980.0
2.889,2010.0
2.899,1980.0
2.909,2010.0
2.919,2010.0
2.929,1980.0
2.939,2010.0
2.949,1980.0
2.959,1980.0
2.969,1980.0
2.979,1980.0
2.989,1980.0
2.999,1980.0
3.009,1980.0
3.019,1980.0
3.03,2010.0
3.039,2010.0
3.049,1980.0
3.059,1980.0
3.069,1980.0
3.079,1980.0
3.089,1980.0
3.099,1980.0
3.109,2010.0
3.119,2010.0
3.129,1980.0
3.139,1980.0
3.149,2010.0
